OBJECTID,ID,SCODE2014,SNAME2014,Subcounty_2014,Urban_Status_2014,Municipality_Name,CONST_CODE,CONSTITUENCY,CCODE2014,CNAME2014,DCODE2014,DNAME2014,DNAME2016,Households_2014,Population_2014,Male_2014,Female_2014,Area_GIS_km2,Population_Density_2014,Attending_School_6_to_12yr_2014,Not_attending_School_6_to_12yr_2014,Never_been_to_School_15plus_2014,Attended_Primary_15plus_2014,Attended_Secondary_and_above_15plus_2014,Literate_18plus_2014,Not_Literate_18plus_2014,HH_Subsistence_Farming_2014,HH_non_Subsistence_Farming_2014,HH_own_Radio_2014,HH_own_Bicycle_2014,HH_own_Motorcycle_2014,HH_own_Moquito_Net_2014,HH_own_two_sets_Clothing_2014,HH_Salt_available_2014,HH_at_least_two_Meals_a_Day_2014,HH_Wall_temporary_2014,HH_Wall_permanent_2014,HH_Roof_temporary_2014,HH_Roof_permanent_2014,HH_Floor_temporary_2014,HH_Floor_permanent_2014,HH_Unprotected_Drinking_Water_2014,HH_Protected_Drinking_Water_2014,HH_Improved_Toilet_2014,HH_Unimproved_Toilet_2014,HH_No_Toilet_2014,HH_Lighting_Electricity_2014,HH_Lighting_Electricity_2014_percent,HH_Lighting_Paraffin_Lantern_2014,HH_Lighting_Paraffin_Tadooba_2014,HH_Lighting_Other_2014,Shape_Length,Shape_Area
68,523,413102,BUSIRIBA,Busiriba,,,53,KIBALE COUNTY,4131,KIBALE,413,KAMWENGE,KAMWENGE,5864,28044,13489,14555,344.099334,81.49972182,9291,15409,2711,8566,2672,8399,3646,5127,737,3664,1492,392,5615,5280,5623,5661,4870,994,753,5111,5034,830,2789,3075,1251,4518,95,457,7.793315143,331,4334,742,104009.2109,344102287
69,524,413103,BWIZI,Bwizi,,,53,KIBALE COUNTY,4131,KIBALE,413,KAMWENGE,KAMWENGE,6065,28764,14044,14720,124.9237898,230.2523806,9282,15878,3107,8693,2066,7792,4349,5717,348,3687,1132,489,5780,5060,5888,5763,5541,524,1270,4795,5590,475,4080,1985,278,5664,123,527,8.68920033,334,3927,1277,53460.78331,124843103.9
70,525,413104,KABAMBIRO,Kabambiro,,,53,KIBALE COUNTY,4131,KIBALE,413,KAMWENGE,KAMWENGE,3389,15484,7327,8157,66.23605701,233.769954,5181,8372,1784,4597,1172,4251,2345,3075,314,2268,919,224,3305,2801,3164,3247,3099,290,613,2776,3052,337,806,2583,698,2647,44,151,4.45559162,151,2579,508,51909.93719,66240927.76
71,526,413105,KAHUNGE,Kahunge,,,53,KIBALE COUNTY,4131,KIBALE,413,KAMWENGE,KAMWENGE,7623,36400,17590,18810,218.2320559,166.7949278,12414,19672,3982,10882,3362,10646,5189,6739,884,5064,2355,679,7319,6816,7315,7177,6390,1233,1378,6245,6349,1274,4313,3310,1203,6352,68,771,10.1141283,757,5276,819,85062.58864,218231458.6
72,527,413106,KAMWENGE,Kamwenge,,,53,KIBALE COUNTY,4131,KIBALE,413,KAMWENGE,KAMWENGE,4786,22010,10604,11406,230.9216893,95.31369733,7259,12259,2476,6859,1789,6395,3288,4229,557,3152,1190,313,4600,4059,4584,4600,4245,541,778,4008,4129,657,2403,2383,431,4284,71,276,5.766819891,167,3622,721,101989.1913,230926220.4
73,528,413107,KAMWENGE TOWN COUNCIL,Kamwenge Town Council,Town Council,,53,KIBALE COUNTY,4131,KIBALE,413,KAMWENGE,KAMWENGE,4669,19286,9578,9708,68.32867086,282.2534049,6372,10103,1413,5258,3576,7112,1953,2635,2034,3223,1014,519,4407,4446,4538,4370,2750,1919,257,4412,2481,2188,1556,3113,1140,3499,30,1150,24.63054187,516,2240,763,41200.25926,68328904.33
74,522,413201,BUHANDA,Buhanda,,,54,KITAGWENDA COUNTY,4132,KITAGWENDA,413,KAMWENGE,KAMWENGE,5077,24001,11586,12415,78.48947192,305.7862337,9290,12258,2335,6983,2581,7363,3042,4522,555,3477,1471,377,4939,4505,4992,4880,4079,998,390,4687,4402,675,1850,3227,4177,846,54,386,7.602915107,319,4088,284,51521.96149,78489201.57
75,529,413202,KANARA,Kanara,,,54,KITAGWENDA COUNTY,4132,KITAGWENDA,413,KAMWENGE,KAMWENGE,2979,13671,6613,7058,172.1996332,79.39041303,4364,7686,1683,4047,930,3405,2437,2783,196,1907,799,266,2846,2714,2916,2798,2714,265,635,2344,2633,346,1499,1480,167,2783,29,162,5.438066465,72,2323,422,72022.03833,172200998.5
76,530,413203,KICHECHE,Kicheche,,,54,KITAGWENDA COUNTY,4132,KITAGWENDA,413,KAMWENGE,KAMWENGE,5713,26338,12875,13463,104.0201872,253.2008518,10152,13779,1910,8185,4369,9793,2760,4798,915,4137,1631,517,5572,5106,5546,5467,3824,1889,271,5442,4362,1351,1674,4039,616,5041,56,557,9.749693681,831,3951,374,57914.8164,104020982.6
77,531,413204,MAHYORO,Mahyoro,,,54,KITAGWENDA COUNTY,4132,KITAGWENDA,413,KAMWENGE,KAMWENGE,6726,29107,14567,14540,168.2247262,173.0245051,9126,16625,3300,8985,2773,8954,4384,5698,1028,4021,1531,410,6478,5934,6496,6110,4823,1903,770,5956,5782,944,3670,3056,1881,4728,117,658,9.782931906,641,4654,773,73681.82122,168222369.7
78,533,413205,NTARA,Ntara,,,54,KITAGWENDA COUNTY,4132,KITAGWENDA,413,KAMWENGE,KAMWENGE,5868,28716,13773,14943,102.9276647,278.9920484,10733,14794,2537,8671,2796,8584,3640,5086,782,3717,1503,569,5617,5164,5677,5550,4562,1306,693,5175,4962,906,2103,3765,745,5048,75,529,9.014996592,328,4633,378,49744.53323,102896748
79,534,413206,NYABBANI,Nyabbani,,,54,KITAGWENDA COUNTY,4132,KITAGWENDA,413,KAMWENGE,KAMWENGE,4633,21953,10552,11401,90.74735213,241.9133945,8487,11395,1971,6754,2400,6808,2798,4194,439,3175,1406,331,4436,3834,4491,4426,3867,766,427,4206,3922,711,2261,2372,701,3891,41,350,7.554500324,351,3723,209,49027.07639,90747842.35
80,520,413101,BIGULI,Biguli,,,53,KIBALE COUNTY,4131,KIBALE,413,KAMWENGE,KAMWENGE,7054,34231,17000,17231,172.9391728,197.936647,11068,19077,3610,10750,3088,10466,4928,6253,801,4298,1424,589,6634,5347,6592,6405,6121,933,1239,5815,6298,756,6178,876,1291,5676,87,596,8.44910689,513,4640,1305,63566.72747,172941104.6
81,542,414108,KIHIIHI,Kihihi,,,196,KINKINZI COUNTY WEST,4141,KINKIIZI,414,KANUNGU,KANUNGU,3978,17967,8874,9093,315.0127931,57.03577885,3588,183,1362,5509,4111,7455,2003,3632,346,2685,1005,313,3843,3486,3699,3551,3467,511,917,3061,3492,486,2373,1605,426,3521,31,253,6.359979889,370,2347,1008,143947.5978,315014898.9
82,549,414115,NYANGA,Nyanga,,,196,KINKINZI COUNTY WEST,4141,KINKIIZI,414,KANUNGU,KANUNGU,1675,7423,3553,3870,26.81567929,276.8156615,4513,246,1576,6892,3416,7722,2517,1431,244,1135,403,149,1610,1582,1572,1558,1371,304,175,1500,1370,305,1170,505,260,1401,14,149,8.895522388,177,1123,226,29539.89654,26815851.5
83,543,414109,KIHIIHI TOWN  COUNCIL,Kihiihi Town Council,Town Council,,196,KINKINZI COUNTY WEST,4141,KINKIIZI,414,KANUNGU,KANUNGU,4679,19812,9490,10322,50.50386953,392.286773,1649,183,697,2870,625,2362,1288,3006,1673,3262,735,498,4451,4326,4417,4235,2172,2507,245,4434,2250,2429,1328,3351,701,3947,31,1338,28.59585381,778,2118,445,36703.99465,50504193.05
84,547,414113,NYAKINONI,Nyakinoni,,,196,KINKINZI COUNTY WEST,4141,KINKIIZI,414,KANUNGU,KANUNGU,1986,8743,4301,4442,34.94356317,250.2034483,3653,324,1570,6106,2082,5929,2624,1735,251,1443,345,163,1917,1619,1760,1834,1643,343,263,1723,1587,399,917,1069,313,1647,26,218,10.97683787,238,1302,228,36080.18001,34943788.66
85,548,414114,NYAMIRAMA,Nyamirama,,,196,KINKINZI COUNTY WEST,4141,KINKIIZI,414,KANUNGU,KANUNGU,4164,18814,9107,9707,73.38983592,256.357025,1472,112,643,2267,1023,2508,891,3768,396,2822,675,287,4015,3698,3867,3731,3810,354,635,3529,3673,491,1704,2460,452,3673,39,244,5.85975024,551,2379,990,52401.6863,73390339.97
86,540,414106,KATETE,Katete,,,195,KINKINZI COUNTY EAST,4141,KINKIIZI,414,KANUNGU,KANUNGU,1601,7276,3466,3810,35.22075932,206.5827126,5463,764,2507,8204,3321,8243,3951,1381,220,1185,188,104,1550,1351,1458,1459,1318,283,70,1531,1264,337,764,837,96,1482,23,174,10.86820737,301,881,245,32814.07219,35220984.02
87,537,414103,KAMBUGA TOWN COUNCIL,Kambuga Town Council,Town Council,,195,KINKINZI COUNTY EAST,4141,KINKIIZI,414,KANUNGU,KANUNGU,1337,5825,2813,3012,3.886354429,1498.833961,2588,220,950,4410,2974,5665,1510,847,490,997,92,108,1312,1210,1265,1251,830,507,6,1331,677,660,510,827,235,1092,10,359,26.85115931,340,433,205,11088.71845,3886379.205
88,536,414102,KAMBUGA,Kambuga,,,195,KINKINZI COUNTY EAST,4141,KINKIIZI,414,KANUNGU,KANUNGU,4832,21988,10520,11468,71.55716758,307.2787918,1011,32,384,1495,1542,2436,512,3926,906,3431,375,261,4710,4381,4522,4423,4037,795,103,4729,3743,1089,2962,1870,439,4319,74,547,11.32036424,970,2721,594,62579.20997,71557631.57
89,539,414105,KANYANTOROGO,Kanyantorogo,,,196,KINKINZI COUNTY WEST,4141,KINKIIZI,414,KANUNGU,KANUNGU,4040,18949,9158,9791,67.84630542,279.2930268,1349,1392,92,521,2280,3764,2396,3531,509,3018,440,283,3919,3580,3917,3841,2747,1293,268,3772,3016,1024,1598,2442,361,3640,39,410,10.14851485,690,2321,619,52183.93135,67846733.24
90,545,414111,KIRIMA,Kirima,,,195,KINKINZI COUNTY EAST,4141,KINKIIZI,414,KANUNGU,KANUNGU,3872,17655,8481,9174,80.40374199,219.5793325,2408,377,1132,3680,692,3419,1350,3337,535,2852,229,234,3756,3566,3684,3629,2960,912,127,3745,3055,817,1935,1937,471,3366,35,425,10.97623967,815,2126,506,54426.54431,80404243.34
91,535,414101,BUTOGOTA TOWN COUNCIL,Butogota Town Council,Town Council,,196,KINKINZI COUNTY WEST,4141,KINKIIZI,414,KANUNGU,KANUNGU,2341,10315,5005,5310,27.11148828,380.4660185,1833,248,918,2914,1783,3607,1259,1598,743,1520,133,177,2259,2095,2207,2158,1532,809,97,2244,1569,772,599,1742,452,1869,20,422,18.02648441,357,1122,440,25750.97403,27111656.81
92,541,414107,KAYONZA,Kayonza,,,196,KINKINZI COUNTY WEST,4141,KINKIIZI,414,KANUNGU,KANUNGU,5726,27588,13476,14112,95.18810645,289.8261246,3316,534,1742,5519,1939,5520,2498,4778,948,3898,203,237,5505,5151,5482,5218,3858,1868,264,5462,4807,919,1988,3738,327,5279,120,372,6.496681802,606,3891,857,49796.60946,95188688.7
93,546,414112,MPUNGU,Mpungu,,,196,KINKINZI COUNTY WEST,4141,KINKIIZI,414,KANUNGU,KANUNGU,2679,11946,5446,6500,210.2225974,56.82547998,1700,115,670,2726,1362,2954,1152,2473,206,1757,48,66,2630,1851,2515,2518,2528,151,167,2512,2540,139,969,1710,61,2566,52,99,3.695408735,228,634,1718,103394.2571,210223865
94,544,414110,KINAABA,Kinaaba,,,195,KINKINZI COUNTY EAST,4141,KINKIIZI,414,KANUNGU,KANUNGU,1939,8478,3901,4577,38.08870681,222.5856615,3467,217,1276,5490,2693,6129,2091,1823,116,1313,49,25,1891,1794,1866,1855,1830,109,49,1890,1880,59,898,1041,158,1778,3,162,8.354822073,383,549,845,32212.98572,38088937.54
95,538,414104,KANUNGU TOWN COUNCIL,Kanungu Town Council,Town Council,,195,KINKINZI COUNTY EAST,4141,KINKIIZI,414,KANUNGU,KANUNGU,3515,15056,7214,7842,46.05467361,326.9157899,3803,234,1282,5814,2873,6391,2258,2193,1322,2671,208,238,3410,3149,3305,3257,2613,902,78,3437,2259,1256,1084,2431,1158,2329,28,726,20.65433855,590,1650,549,36233.94295,46054958.36
96,550,414116,RUGYEYO,Rugyeyo,,,195,KINKINZI COUNTY EAST,4141,KINKIIZI,414,KANUNGU,KANUNGU,4693,20731,9902,10829,66.48069168,311.8349024,4145,217,1468,6851,2993,6263,3434,3968,725,3304,179,214,4385,4220,4526,4349,4019,674,221,4472,3718,975,1907,2786,883,3788,22,429,9.141274238,920,2813,531,38003.53056,66480952.84
97,551,414117,RUTENGA,Rutenga,,,195,KINKINZI COUNTY EAST,4141,KINKIIZI,414,KANUNGU,KANUNGU,3052,13578,6374,7204,86.48482685,156.9986377,2542,325,1079,4702,1155,4003,1988,2841,211,1990,124,82,2694,2559,2963,2763,2920,132,57,2995,2834,218,1309,1743,1465,1547,40,161,5.275229358,430,1112,1349,53151.27263,86485348.99
98,552,206101,AMUKOL,Amukol,,,76,TINGEY COUNTY,2061,TINGEY,206,KAPCHORWA,KAPCHORWA,789,3775,1837,1938,5.124879752,736.6026487,792,20,175,904,1008,1384,383,618,171,418,57,41,765,687,705,744,759,30,141,648,714,75,160,629,127,573,89,54,6.844106464,101,609,25,12584.21835,5124921.805
99,553,206102,CHEMA,Chema,,,76,TINGEY COUNTY,2061,TINGEY,206,KAPCHORWA,KAPCHORWA,1535,8650,4213,4437,29.74995793,290.7567137,1864,77,637,2049,1786,2414,1394,1257,278,814,114,110,1484,1329,1453,1423,1460,75,275,1260,1405,130,189,1346,243,1156,136,68,4.429967427,61,1296,110,68408.81918,29750259.91
100,554,206103,CHEPTERET,Chepterech,,,76,TINGEY COUNTY,2061,TINGEY,206,KAPCHORWA,KAPCHORWA,579,4077,2034,2043,3.322546154,1227.07099,942,41,310,902,921,1157,605,478,101,241,41,24,545,487,540,520,555,24,94,485,485,94,299,280,24,488,67,11,1.899827288,15,478,75,11636.84106,3322579.816
101,555,206104,GAMOGO,Gamogo,,,76,TINGEY COUNTY,2061,TINGEY,206,KAPCHORWA,KAPCHORWA,752,3376,1664,1712,4.307105256,783.8211048,756,54,216,1026,446,809,637,651,101,335,41,23,704,418,517,552,743,9,132,620,745,7,251,501,119,556,77,7,0.930851064,34,647,64,14571.44821,4307148.944
102,556,206105,KABEYWA,Kabeywa,,,76,TINGEY COUNTY,2061,TINGEY,206,KAPCHORWA,KAPCHORWA,1218,5221,2635,2586,59.57711605,87.63431911,1095,79,334,1699,776,1555,865,1057,161,659,70,37,1182,1053,1190,1049,1189,29,251,967,1186,32,341,877,307,821,90,40,3.28407225,211,817,150,60170.51057,59577713.87
103,559,206108,KAPSINDA,Kapsinda,,,76,TINGEY COUNTY,2061,TINGEY,206,KAPCHORWA,KAPCHORWA,1147,7429,3698,3731,27.00639259,275.0830188,1557,116,460,2083,1354,2282,1074,1061,86,533,103,60,1107,1067,1101,1111,1117,30,82,1065,1103,44,581,566,133,852,162,42,3.661726242,122,501,482,29799.1693,27006672.81
104,560,206109,KAPTANYA,Kaptanya,,,76,TINGEY COUNTY,2061,TINGEY,206,KAPCHORWA,KAPCHORWA,1409,7233,3490,3743,47.34266872,152.7797269,1610,97,393,1908,1362,1921,1198,1188,221,763,62,69,1363,1210,1247,1343,1387,22,577,832,1378,31,443,966,66,1174,169,39,2.767920511,177,1121,72,41584.01784,47343102.67
105,562,206111,KASEREM,Kaserem,,,76,TINGEY COUNTY,2061,TINGEY,206,KAPCHORWA,KAPCHORWA,958,4710,2258,2452,6.457781256,729.3526698,991,51,333,1133,940,1326,705,801,157,418,74,32,928,868,889,902,922,36,227,731,887,71,64,894,209,696,53,48,5.010438413,144,733,33,15136.99756,6457772.309
106,563,206112,KAWOWO,Kawowo,,,76,TINGEY COUNTY,2061,TINGEY,206,KAPCHORWA,KAPCHORWA,1396,6910,3339,3571,22.66059956,304.9345619,1471,89,523,1837,1126,1959,1023,1272,124,676,156,77,1350,1286,1349,1341,1362,34,475,921,1324,72,476,920,95,1083,218,31,2.220630372,66,1230,69,27863.30715,22661038.29
107,564,206113,MUNARYA,Munarya,,,76,TINGEY COUNTY,2061,TINGEY,206,KAPCHORWA,KAPCHORWA,1153,5515,2734,2781,30.95115172,178.1839994,1045,77,282,1558,1269,1878,776,827,326,650,89,57,1126,1090,1131,1115,1059,94,195,958,1030,123,213,940,327,704,122,91,7.892454467,399,576,87,63305.18283,30951464.48
108,565,206114,SIPI,Sipi,,,76,TINGEY COUNTY,2061,TINGEY,206,KAPCHORWA,KAPCHORWA,892,4695,2308,2387,4.77701584,982.8311559,913,57,235,1249,1123,1562,684,700,192,464,25,43,873,784,819,836,802,90,96,796,791,101,126,766,138,637,117,56,6.278026906,248,520,68,11730.37588,4777064.427
109,566,206115,TEGERES,,,,76,TINGEY COUNTY,2061,TINGEY,206,KAPCHORWA,KAPCHORWA,0,0,0,0,61.5068421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64488.58036,61507633.36
110,570,406101,BWERA,Bwera,,,78,BUKONJO COUNTY WEST,4061,BUKONZO,406,KASESE,KASESE,3042,17509,8289,9220,13.70467684,1277.593058,3398,426,1813,4650,2315,4625,2898,2604,438,2157,612,207,2988,2679,2763,2917,1907,1135,116,2926,2702,340,433,2609,670,2287,85,208,6.837606838,189,2579,66,30144.03511,13704782.95
111,573,406204,HIMA TOWN COUNCIL,Hima Town Council,Town Council,,79,BUSONGORA COUNTY NORTH,4062,BUSONGORA,406,KASESE,KASESE,3433,13135,6540,6595,29.25917676,448.9189873,2333,138,1214,2828,3212,4962,1491,1295,2138,2229,770,346,3233,3175,3179,3166,1291,2142,130,3303,1589,1844,1261,2172,744,2655,34,1242,36.17826973,400,1504,287,25752.26341,29259416.96
112,574,406102,IHANDIRO,Ihandiro,,,78,BUKONJO COUNTY WEST,4061,BUKONZO,406,KASESE,KASESE,2466,13261,6448,6813,48.04187112,276.0300482,2607,365,1095,3865,1423,3724,1826,2159,307,1546,257,77,2422,2142,2239,2361,1865,601,88,2378,2282,184,1161,1305,581,1831,54,194,7.866991079,82,2066,124,45640.78591,48042248.27
113,575,406103,ISANGO,Isango,,,78,BUKONJO COUNTY WEST,4061,BUKONZO,406,KASESE,KASESE,1410,8229,3960,4269,14.30507648,575.2503324,1525,221,789,2292,1120,2185,1384,1160,250,1005,569,93,1368,1195,1281,1311,772,638,208,1202,1245,165,20,1390,152,1212,46,77,5.460992908,135,1176,22,19950.99117,14305186.18
114,580,406105,KISINGA,Kisinga,,,77,BUKONJO COUNTY EAST,4061,BUKONZO,406,KASESE,KASESE,7922,40515,19559,20956,96.92309688,418.0118187,7456,901,3997,10596,6573,12308,6166,6301,1621,5444,1585,427,7624,6795,7520,7350,3293,4629,575,7347,6156,1766,1781,6141,1320,6480,122,1071,13.5193133,731,5877,243,61195.32596,96923854.42
115,581,406106,KITHOLHU,Kitholhu,,,78,BUKONJO COUNTY WEST,4061,BUKONZO,406,KASESE,KASESE,2978,16871,8161,8710,53.78354552,313.6832992,3233,662,1804,4460,1918,4539,2472,2661,317,1659,164,74,2888,2591,2835,2898,1517,1461,100,2878,2650,328,1588,1390,332,2539,107,256,8.596373405,134,2470,118,42126.72936,53783969.93
116,585,406108,KYONDO,Kyondo,,,77,BUKONJO COUNTY EAST,4061,BUKONZO,406,KASESE,KASESE,4290,23965,11698,12267,151.6907864,157.9858643,5071,507,1526,6859,2885,6515,3251,3967,323,2995,518,122,4151,3691,4104,4182,2704,1586,269,4021,3821,469,1683,2607,781,3408,101,357,8.321678322,230,3407,296,71680.42717,151692000.1
117,592,406112,NYAKATONNZI,Nyakatonzi,,,77,BUKONJO COUNTY EAST,4061,BUKONZO,406,KASESE,KASESE,879,4997,2588,2409,87.08761043,57.37900002,1054,80,680,1103,821,1412,825,778,101,611,488,120,863,767,854,801,566,313,373,506,685,194,201,678,207,499,173,45,5.119453925,101,673,60,57448.17722,87088268.53
118,593,406113,NYAKIYUMBU,Nyakiyumbu,,,78,BUKONJO COUNTY WEST,4061,BUKONZO,406,KASESE,KASESE,5837,30513,14752,15761,198.4358575,153.767572,5448,1017,3797,8224,3255,7375,5774,5067,770,3779,1738,321,5655,4664,5223,5351,4188,1649,572,5265,5483,354,2521,3316,1624,4005,208,356,6.099023471,243,5014,224,89183.83544,198437353
119,571,406203,BWESUMBU,Bwesumbu,,,79,BUSONGORA COUNTY NORTH,4062,BUSONGORA,406,KASESE,KASESE,3807,21135,10381,10754,97.59259846,216.5635543,4361,822,2017,5338,1628,4845,2933,3618,189,1977,89,64,3654,3047,3627,3683,3526,281,334,3473,3658,149,1939,1868,532,3180,95,149,3.913842921,61,3280,317,53884.09846,97593057.34
120,577,406205,KARUSANDARA,Karusandara,,,80,BUSONGORA COUNTY SOUTH,4062,BUSONGORA,406,KASESE,KASESE,2722,11957,6046,5911,154.6728159,77.30511615,2207,241,1366,3531,1278,3465,2021,2368,354,1794,1196,208,2620,2245,2559,2515,1814,908,525,2197,2407,315,528,2194,317,2317,88,181,6.64952241,157,2109,275,61984.63646,154673852.3
121,578,406206,KATWE-KABATORO TOWN COUNCIL,Katwe Kabatoro Town Council,Town Council,,80,BUSONGORA COUNTY SOUTH,4062,BUSONGORA,406,KASESE,KASESE,1742,6403,3272,3131,20.27434562,315.817838,1042,39,697,1698,1214,2074,1174,54,1688,1108,223,96,1665,1585,1653,1541,715,1027,19,1723,1150,592,300,1442,161,1574,7,348,19.97703789,497,769,128,23507.93889,20274497.14
122,579,406207,KILEMBE,Kilembe,,,80,BUSONGORA COUNTY SOUTH,4062,BUSONGORA,406,KASESE,KASESE,2507,13302,6512,6790,77.60467992,171.4071885,2713,371,1240,3476,1444,3390,1949,2428,79,1626,75,32,2400,2053,2327,2378,1825,682,147,2360,2414,93,1384,1123,75,2313,119,157,6.262465098,42,2195,113,69048.1855,77605307.95
123,582,406208,KITSWAMBA,Kitswamba,,,79,BUSONGORA COUNTY NORTH,4062,BUSONGORA,406,KASESE,KASESE,5986,29707,15027,14680,162.9067308,182.3558784,5582,533,2451,8395,4473,9229,4095,4484,1502,3938,1406,492,5665,5087,5581,5622,3295,2691,766,5220,5014,972,2114,3872,722,5047,217,706,11.79418644,453,4398,429,68268.75083,162907563.3
124,583,406209,KYABARUNGIRA,Kyabarungira,,,79,BUSONGORA COUNTY NORTH,4062,BUSONGORA,406,KASESE,KASESE,2926,16360,8019,8341,24.28141615,673.7663033,3497,302,1429,4065,2341,4324,2318,2513,413,1778,237,115,2793,2481,2814,2775,2299,627,146,2780,2707,219,427,2499,325,2579,22,176,6.015037594,217,2422,111,23105.29459,24281519.95
125,586,406210,LAKE KATWE,Lake Katwe,,,80,BUSONGORA COUNTY SOUTH,4062,BUSONGORA,406,KASESE,KASESE,4378,19636,9989,9647,785.1736573,25.00848038,3351,465,2197,5634,2613,5676,3606,2732,1646,2678,515,175,4078,3561,3991,4008,2683,1695,565,3813,3889,489,1557,2821,436,3636,306,422,9.639104614,464,2928,564,210943.9491,785180608.7
126,587,406109,MAHANGO,Mahango,,,77,BUKONJO COUNTY EAST,4061,BUKONZO,406,KASESE,KASESE,3659,19875,9507,10368,31.75489072,625.8878413,4196,422,1763,5135,2218,4918,2957,3463,196,2415,77,53,3607,3157,3520,3569,1820,1839,146,3513,3493,166,837,2822,399,3205,55,210,5.739273025,107,3263,79,24548.26768,31755143.33
127,590,406212,MUHOKYA,Muhokya,,,80,BUSONGORA COUNTY SOUTH,4062,BUSONGORA,406,KASESE,KASESE,4079,19222,9478,9744,438.7198849,43.81383352,3598,492,1916,5430,2231,5378,3003,2848,1231,2564,375,140,3848,3418,3844,3819,2598,1481,330,3749,3750,329,1432,2647,262,3683,134,174,4.26575141,258,3207,440,109513.9642,438723342.1
128,595,406213,RUKOKI,Rukoki,,,80,BUSONGORA COUNTY SOUTH,4062,BUSONGORA,406,KASESE,KASESE,2452,13999,6878,7121,38.32735455,365.2482714,2885,567,1661,3147,1412,3247,2156,2299,153,1548,117,59,2362,2157,2310,2324,1597,855,147,2305,2326,126,340,2112,526,1837,89,92,3.752039152,39,2009,312,44453.99237,38327664.6
129,594,406303,NYAMWAMBA DIVISION,Kasese Nyamwamba Division,Municipality,Kasese,229,KASESE MUNICIPALITY,4063,KASESE MUNICIPALITY,406,KASESE,KASESE,15142,56103,26908,29195,68.72680495,816.3190482,9406,478,2690,12942,15774,23035,4732,3484,11658,9288,2942,1529,14084,14281,14344,13971,878,14264,110,15032,3850,11292,1370,13772,3137,11916,89,6580,43.45528992,2940,4118,1504,50691.98341,68727359.14
130,584,406107,KYARUMBA,Kyarumba,,,77,BUKONJO COUNTY EAST,4061,BUKONZO,406,KASESE,KASESE,7623,42074,20407,21667,156.3828539,269.0448407,8566,1072,3539,11359,4843,10964,6097,6632,991,4820,565,237,7312,6164,7177,7322,4162,3461,281,7342,6680,943,2684,4939,2249,5198,176,520,6.821461367,352,6487,264,93313.21983,156384108.6
131,569,406301,BULEMBIA DIVISION,Kasese Bulembia Division,Municipality,Kasese,229,KASESE MUNICIPALITY,4063,KASESE MUNICIPALITY,406,KASESE,KASESE,2787,13251,6543,6708,61.59904199,215.1169819,2591,212,888,2924,2861,4203,1574,1742,1045,1699,212,181,2637,2479,2655,2647,875,1912,57,2730,1149,1638,639,2148,707,2044,36,1272,45.64047363,201,1226,88,63306.36007,61599544.41
132,598,207202,KATAKWI TOWN COUNCIL,Katakwi Town Council,Town Council,,206,USUK COUNTY,2072,USUK,207,KATAKWI,KATAKWI,1889,7758,3766,3992,11.55650859,671.3100188,1349,133,348,1497,2341,2999,632,757,1132,1143,751,198,1809,1690,1670,1584,1192,697,943,946,1019,870,32,1857,532,940,417,278,14.71678137,338,388,885,13978.43698,11556576.16
133,600,207203,NGARIAM,Ngariam,,,206,USUK COUNTY,2072,USUK,207,KATAKWI,KATAKWI,2240,10946,5375,5571,235.765193,46.42754878,2256,265,1249,3001,1355,2758,2080,1791,449,798,899,99,2162,1804,2022,1570,2133,107,2081,159,2158,82,18,2222,360,1338,542,53,2.366071429,114,1287,786,65103.02646,235767802.2
134,602,207204,ONGONGOJA,Ongongoja,,,206,USUK COUNTY,2072,USUK,207,KATAKWI,KATAKWI,2943,16419,8210,8209,503.955032,32.58028784,3072,709,1758,4320,1779,3843,2860,2574,369,1133,1237,142,2711,1916,2554,1741,2806,137,2680,263,2841,102,635,2308,271,1042,1630,61,2.072714917,59,1071,1752,135948.5143,503960900.6
135,605,207206,USUK,Usuk,,,206,USUK COUNTY,2072,USUK,207,KATAKWI,KATAKWI,3814,21224,10528,10696,246.5362239,86.08876889,4092,689,1936,5757,2979,5581,3452,3364,450,1663,1768,182,3568,2804,3298,2578,3424,390,3432,382,3486,328,148,3666,748,1361,1705,202,5.296276875,140,1487,1985,89952.961,246539031.7
136,599,207102,MAGORO,Magoro,,,224,TOROMA COUNTY,2071,TOROMA,207,KATAKWI,KATAKWI,3412,18667,9162,9505,298.8578667,62.46112978,3319,801,2259,5343,1759,4100,3958,2629,783,1490,1580,159,3243,2653,3076,1937,3113,299,3154,258,3186,226,234,3178,1080,907,1425,64,1.875732708,57,643,2648,87588.2523,298861110.2
137,597,207201,KATAKWI,Katakwi,,,206,USUK COUNTY,2072,USUK,207,KATAKWI,KATAKWI,6604,36902,17818,19084,286.1164302,128.9754663,7299,1179,3302,9967,4900,8988,6493,5832,772,3233,3215,501,6271,5201,6071,4963,5898,706,5673,931,6009,595,189,6415,608,3286,2710,394,5.966081163,630,2518,3062,106699.642,286068536.5
