OBJECTID,ID,SCODE2014,SNAME2014,Subcounty_2014,Urban_Status_2014,Municipality_Name,CONST_CODE,CONSTITUENCY,CCODE2014,CNAME2014,DCODE2014,DNAME2014,DNAME2016,Households_2014,Population_2014,Male_2014,Female_2014,Area_GIS_km2,Population_Density_2014,Attending_School_6_to_12yr_2014,Not_attending_School_6_to_12yr_2014,Never_been_to_School_15plus_2014,Attended_Primary_15plus_2014,Attended_Secondary_and_above_15plus_2014,Literate_18plus_2014,Not_Literate_18plus_2014,HH_Subsistence_Farming_2014,HH_non_Subsistence_Farming_2014,HH_own_Radio_2014,HH_own_Bicycle_2014,HH_own_Motorcycle_2014,HH_own_Moquito_Net_2014,HH_own_two_sets_Clothing_2014,HH_Salt_available_2014,HH_at_least_two_Meals_a_Day_2014,HH_Wall_temporary_2014,HH_Wall_permanent_2014,HH_Roof_temporary_2014,HH_Roof_permanent_2014,HH_Floor_temporary_2014,HH_Floor_permanent_2014,HH_Unprotected_Drinking_Water_2014,HH_Protected_Drinking_Water_2014,HH_Improved_Toilet_2014,HH_Unimproved_Toilet_2014,HH_No_Toilet_2014,HH_Lighting_Electricity_2014,HH_Lighting_Electricity_2014_percent,HH_Lighting_Paraffin_Lantern_2014,HH_Lighting_Paraffin_Tadooba_2014,HH_Lighting_Other_2014,Shape_Length,Shape_Area
1051,1190,210101,BUTEBO,Butebo,,,188,BUTEBO COUNTY,2101,BUTEBO,210,PALLISA,PALLISA,4936,29393,14335,15058,69.10812679,425.319009,5960,894,1930,8103,3684,7098,4566,4564,372,2335,2043,440,4820,3923,4760,4738,1984,2952,1780,3156,3972,964,545,4391,884,3919,133,207,4.193679092,313,3718,698,36834.05994,69108818.61
1052,1193,210102,KABWANGASI,Kabwangasi,,,188,BUTEBO COUNTY,2101,BUTEBO,210,PALLISA,PALLISA,5335,28552,13766,14786,57.66528303,495.1332674,5948,467,2101,7367,4216,6932,4619,4681,654,2473,1745,435,5154,4615,5170,5006,1790,3545,1118,4217,4465,870,452,4883,1331,3517,487,308,5.773195876,308,4400,319,37710.80873,57665851.73
1053,1194,210103,KAKORO,Kakoro,,,188,BUTEBO COUNTY,2101,BUTEBO,210,PALLISA,PALLISA,3096,17305,8349,8956,38.93260536,444.4860508,3677,293,959,4571,2760,4333,2607,2792,304,1593,1369,161,2967,2297,2823,2954,912,2184,856,2240,2534,562,128,2968,690,2191,215,95,3.068475452,174,2549,278,27712.88748,38932991.84
1054,1197,210104,KANGINIMA,Kanginima,,,188,BUTEBO COUNTY,2101,BUTEBO,210,PALLISA,PALLISA,1733,9887,4771,5116,24.97833595,395.8230052,1930,241,592,2675,1390,2521,1392,1541,192,943,774,86,1679,1426,1638,1663,875,858,598,1135,1294,439,176,1557,246,1436,51,105,6.058857473,52,1534,42,28071.76946,24978585.26
1055,1199,210105,KIBALE,Kibale,,,188,BUTEBO COUNTY,2101,BUTEBO,210,PALLISA,PALLISA,2781,16410,7969,8441,40.28684141,407.3290292,3448,479,917,4778,1972,3538,2961,2424,357,1387,1371,176,2697,2174,2510,2652,1153,1628,1116,1665,2200,581,161,2620,408,2198,175,127,4.566702625,131,1557,966,30559.39422,40287244.61
1056,1201,210106,OPWATETA,Opwateta,,,188,BUTEBO COUNTY,2101,BUTEBO,210,PALLISA,PALLISA,2662,16799,8203,8596,46.15870432,363.9400249,3477,386,899,4819,2184,4112,2542,2457,205,1284,1274,183,2608,1981,2378,2506,1432,1230,1464,1198,2144,518,157,2505,591,1933,138,121,4.545454545,142,1709,690,29726.47989,46159168.35
1057,1187,210301,AGULE,Agule,,,234,AGULE COUNTY,2103,AGULE,210,PALLISA,PALLISA,2916,18132,8775,9357,50.12063611,361.7671563,3803,368,1004,5228,2467,4412,3000,2695,221,1525,1540,202,2860,2324,2646,2770,1665,1251,629,2287,2302,614,265,2651,159,2613,144,155,5.315500686,105,1452,1204,39703.7666,50121144.8
1058,1188,210302,AKISIM,Akisim,,,234,AGULE COUNTY,2103,AGULE,210,PALLISA,PALLISA,2402,13055,6460,6595,36.64614819,356.2448073,2576,243,935,3954,1617,3052,2360,2264,138,1089,1013,152,2350,1817,2293,2280,1333,1069,1231,1171,2005,397,242,2160,242,2015,145,75,3.122398002,76,1803,448,32730.02358,36646101.83
1059,1189,210303,APOPONG,Apopong,,,234,AGULE COUNTY,2103,AGULE,210,PALLISA,PALLISA,4398,26253,12925,13328,59.83731043,438.7396394,5719,700,1683,7674,2644,5288,4819,4036,362,2298,2728,181,4255,3239,3896,4184,2545,1853,2447,1951,3700,698,158,4240,376,3713,309,160,3.638017281,189,2403,1646,33474.97238,59837910.58
1060,1191,210304,CHELEKURA,Chelekura,,,234,AGULE COUNTY,2103,AGULE,210,PALLISA,PALLISA,1840,11738,5570,6168,40.74856917,288.0591942,2644,231,732,3368,1468,2429,2205,1746,94,1089,1172,71,1800,1174,1687,1797,1270,570,1158,682,1541,299,306,1534,300,1525,15,56,3.043478261,106,1347,331,29179.78619,40748982.33
1061,1192,210305,GOGONYO,Gogonyo,,,234,AGULE COUNTY,2103,AGULE,210,PALLISA,PALLISA,4838,30406,14808,15598,249.4394066,121.8973394,6251,875,2906,7998,3382,6322,5754,4266,572,2388,2549,224,4574,3123,4015,4348,3330,1508,3028,1810,4083,755,467,4371,488,3695,655,281,5.808185201,253,2139,2165,81271.66312,249441752.4
1062,1195,210306,KAMEKE,Kameke,,,234,AGULE COUNTY,2103,AGULE,210,PALLISA,PALLISA,2810,17320,8497,8823,44.4544687,389.6121246,3711,373,1053,5167,1862,4104,2772,2575,235,1320,1412,145,2705,2068,2499,2670,1609,1201,1296,1514,2299,511,270,2540,1101,1537,172,163,5.800711744,185,1606,856,30141.82674,44454918.44
1063,1196,210201,KAMUGE,Kamuge,,,190,PALLISA COUNTY,2102,PALLISA,210,PALLISA,PALLISA,3606,21583,10494,11089,49.05242449,439.9986387,4489,566,1334,5999,2667,4428,3921,3191,415,1599,1421,289,3441,2595,3356,3418,1552,2054,1326,2280,2881,725,272,3334,911,2519,176,280,7.764836384,302,2501,523,34880.96818,49052464.94
1064,1198,210202,KASODO,Kasodo,,,190,PALLISA COUNTY,2102,PALLISA,210,PALLISA,PALLISA,2357,14333,6912,7421,52.199964,274.5787334,2972,396,1075,3701,1990,3410,2282,2076,281,1241,1103,170,2312,1897,2302,2215,998,1359,1035,1322,1984,373,269,2088,375,1857,125,68,2.885023335,154,1768,367,33064.68391,52200453.79
1065,1200,210203,OLOK,Olok,,,190,PALLISA COUNTY,2102,PALLISA,210,PALLISA,PALLISA,2591,16273,7976,8297,57.3426753,283.785155,3689,357,1011,4475,1990,3280,2925,2396,195,1286,1418,172,2527,2131,2417,2484,1482,1109,1275,1316,2208,383,48,2543,532,1883,176,85,3.280586646,223,1405,878,36857.62775,57343249.35
1066,1202,210204,PALLISA,Pallisa,,,190,PALLISA COUNTY,2102,PALLISA,210,PALLISA,PALLISA,2692,15400,7654,7746,32.19023813,478.4059048,3223,428,1528,4049,1685,3015,3032,2454,238,1116,1116,174,2585,1838,2477,2560,1147,1545,1201,1491,2083,609,139,2553,560,1989,143,91,3.38038633,191,1907,503,44649.35373,32190558.32
1067,1203,210205,PALLISA TOWN COUNCIL,Pallisa Town Council,Town Council,,190,PALLISA COUNTY,2102,PALLISA,210,PALLISA,PALLISA,6396,33138,15801,17337,36.36128573,911.353912,6655,528,1956,7453,6634,8997,4708,3627,2769,3444,2324,573,6030,5630,6016,5928,2026,4370,1474,4922,3251,3145,1077,5319,1381,4729,286,1088,17.01063164,1112,2877,1319,30163.75099,36361649.72
1068,1205,210206,PUTI-PUTI,Puti-Puti,,,190,PALLISA COUNTY,2102,PALLISA,210,PALLISA,PALLISA,4000,24287,11900,12387,63.920473,379.9565125,4980,754,1968,6412,2892,5447,4018,3683,317,1999,1989,268,3792,3058,3696,3819,2050,1950,1625,2375,3043,957,336,3664,733,3105,162,164,4.1,206,3084,546,34359.39685,63921078.83
1069,1204,210107,PETETE,Petete,,,188,BUTEBO COUNTY,2101,BUTEBO,210,PALLISA,PALLISA,4388,26625,12959,13666,45.61162892,583.7327153,5670,648,1893,6760,3384,5955,4201,4036,352,1778,1670,425,4248,2970,4113,4138,1413,2975,1309,3079,3766,622,554,3834,578,3726,84,196,4.466727438,312,3431,449,36425.92753,45612081
1070,1211,110101,KAKUUTO,Kakuuto,,,192,KAKUUTO COUNTY,1101,KAKUUTO,110,RAKAI,RAKAI,9120,39244,19772,19472,404.8209803,96.94161595,7614,1056,4322,10130,4801,11229,5644,5582,3538,5751,3393,1115,8311,8119,8633,8140,3893,5227,1947,7173,5093,4027,3942,5178,1833,6943,344,1636,17.93859649,748,5175,1561,99150.44396,404823576.5
1071,1215,110102,KASASA,Kasasa,,,192,KAKUUTO COUNTY,1101,KAKUUTO,110,RAKAI,RAKAI,3922,17104,8431,8673,114.826979,148.9545414,3405,421,1149,4809,2474,5614,1681,2836,1086,2768,1766,572,3614,3596,3784,3443,982,2940,182,3740,1706,2216,1400,2522,1143,2685,94,804,20.49974503,457,2520,141,62006.90523,114827746.1
1072,1216,110103,KIBANDA,Kibanda,,,192,KAKUUTO COUNTY,1101,KAKUUTO,110,RAKAI,RAKAI,5145,24559,12241,12318,246.3528006,99.69036252,4469,1185,3330,6391,2033,6418,3986,4444,701,3288,1888,700,4889,4251,4888,4601,3254,1891,1129,4016,4238,907,4480,665,917,3890,338,350,6.802721088,413,3877,505,93007.15913,246354384.5
1073,1217,110104,KIFAMBA,Kifamba,,,192,KAKUUTO COUNTY,1101,KAKUUTO,110,RAKAI,RAKAI,3111,14538,7242,7296,70.02296664,207.617596,3048,348,956,4305,1659,4467,1526,2645,466,2029,1191,453,2936,2756,2941,2933,1302,1809,220,2891,2079,1032,2347,764,661,2397,53,285,9.161041466,234,2446,146,47907.60127,70023429.09
1074,1221,110105,KYEBE,Kyebe,,,192,KAKUUTO COUNTY,1101,KAKUUTO,110,RAKAI,RAKAI,5556,20687,10512,10175,989.9025935,20.89801576,3763,448,1511,7052,2274,7213,2518,2850,2706,3705,1378,545,4870,5285,5390,5002,2838,2718,540,5016,3315,2241,4692,864,869,4088,599,900,16.1987041,489,3676,491,154995.9417,989908957.7
1075,1206,110201,BYAKABANDA,Byakabanda,,,193,KOOKI COUNTY,1102,KOOKI,110,RAKAI,RAKAI,4053,18755,9436,9319,97.0810102,193.1891722,3781,555,1375,5593,2092,5639,2150,3312,741,2765,1267,552,3883,3513,3923,3841,2121,1932,221,3832,3044,1009,3187,866,461,3262,330,409,10.0912904,226,3106,312,53595.41709,97081656.84
1076,1207,110202,DDWANIRO,Ddwaniro,,,193,KOOKI COUNTY,1102,KOOKI,110,RAKAI,RAKAI,7132,32814,16097,16717,122.5860144,267.6814329,6959,877,2498,9536,3225,9200,4050,5900,1232,5007,2021,1039,6845,6167,6896,6501,2610,4522,323,6809,5491,1641,6852,280,1251,5413,468,694,9.730790802,543,5476,419,61944.25282,122586851.3
1077,1209,110203,KACHEERA,Kacheera,,,193,KOOKI COUNTY,1102,KOOKI,110,RAKAI,RAKAI,5096,23823,11671,12152,214.2065835,111.2150692,4543,637,2755,7032,1704,5797,4178,4389,707,3426,1600,649,4779,4496,4875,4630,3395,1701,864,4232,4302,794,4756,340,590,4244,262,412,8.08477237,691,3476,517,70841.83876,214208056.3
1078,1210,110204,KAGAMBA,Kagamba,,,193,KOOKI COUNTY,1102,KOOKI,110,RAKAI,RAKAI,7179,33902,16426,17476,133.201153,254.5173164,7093,936,3324,9583,2866,8928,4707,6305,874,4732,1960,832,6966,6112,6911,6533,3674,3505,657,6522,6054,1125,6878,301,929,5780,470,563,7.842317872,298,5958,360,49804.76777,133202066.9
1079,1219,110205,KIZIBA,Kiziba,,,193,KOOKI COUNTY,1102,KOOKI,110,RAKAI,RAKAI,4174,20441,9922,10519,130.7061932,156.3889171,3914,815,2150,6079,1375,5750,2713,3845,329,2795,1068,459,4036,3695,4081,3931,3287,887,645,3529,3796,378,3980,194,607,3261,306,315,7.546717777,299,3420,140,55076.89831,130707042.5
1080,1220,110206,KYALULANGIRA,Kyalulangira,,,193,KOOKI COUNTY,1102,KOOKI,110,RAKAI,RAKAI,5894,27822,13556,14266,200.5421381,138.7339353,5601,837,3229,7873,2049,7262,4326,5154,740,4006,2024,694,5617,4810,5747,5308,4477,1417,887,5007,4964,930,5691,203,558,4879,457,484,8.211740753,391,4420,599,72690.2337,200543473.8
1081,1223,110207,LWAMAGWA,Lwamaggwa,,,193,KOOKI COUNTY,1102,KOOKI,110,RAKAI,RAKAI,9447,44004,21628,22376,220.4207986,199.6363332,9679,629,4468,12837,3520,11984,6152,8149,1298,6384,2612,1164,8916,8286,9191,8568,4367,5080,842,8605,7255,2192,8631,816,1402,7704,341,849,8.986979994,668,7236,694,71379.28699,220422337
1082,1224,110208,LWANDA,Lwanda,,,193,KOOKI COUNTY,1102,KOOKI,110,RAKAI,RAKAI,6355,28697,14275,14422,125.27723,229.067964,6084,524,1460,8349,4084,9445,2655,5028,1327,4583,2375,1066,5908,5846,6164,5895,1783,4572,169,6186,4031,2324,3548,2807,1073,4954,328,815,12.8245476,645,4447,448,52699.33597,125278082.8
1083,1227,110209,RAKAI TOWN COUNCIL,Rakai Town Council,Town Council,,193,KOOKI COUNTY,1102,KOOKI,110,RAKAI,RAKAI,1644,7391,3555,3836,31.20418278,236.8592715,1401,99,445,1873,1154,2313,746,1027,617,1138,463,246,1546,1543,1576,1502,462,1182,49,1595,848,796,1132,512,333,1199,112,298,18.12652068,234,1023,89,24693.68336,31204392.83
1084,1208,110301,KABIRA,Kabira,,,194,KYOTERA COUNTY,1103,KYOTERA,110,RAKAI,RAKAI,6733,30797,15683,15114,499.4776378,61.65841606,6449,606,1655,10027,3320,10107,2834,5149,1584,5067,3577,995,6218,6250,6472,6044,3114,3619,411,6322,4147,2586,5972,761,885,5637,211,623,9.252933314,584,5140,386,131165.4276,499481176.1
1085,1212,110302,KALISIZO,Kalisizo,,,194,KYOTERA COUNTY,1103,KYOTERA,110,RAKAI,RAKAI,4115,17992,8856,9136,77.62712863,231.7746427,3964,224,969,4941,3052,6231,1478,3087,1028,3217,1653,682,3772,3917,3984,3588,1286,2829,72,4043,2162,1953,2473,1642,652,3285,178,461,11.20291616,548,2913,193,69572.55462,77627671.07
1086,1213,110303,KALISIZO TOWN COUNCIL,Kalisizo Town Council,Town Council,,194,KYOTERA COUNTY,1103,KYOTERA,110,RAKAI,RAKAI,3734,13981,6343,7638,16.34282456,855.4824747,2382,145,522,2643,4092,5663,745,1010,2724,2768,795,642,3311,3673,3650,3375,251,3483,15,3719,579,3155,770,2964,869,2852,13,1888,50.56239957,669,905,272,18415.83342,16342939.53
1087,1218,110305,KIRUMBA,Kirumba,,,194,KYOTERA COUNTY,1103,KYOTERA,110,RAKAI,RAKAI,5888,24992,12219,12773,86.08423238,290.320298,5580,246,1099,7137,4049,8678,1894,4471,1417,4448,2272,985,5452,5538,5775,5325,1528,4360,65,5823,3240,2648,3941,1947,1399,4408,81,781,13.2642663,604,4280,223,46229.26885,86084845.35
1088,1222,110306,KYOTERA TOWN COUNCIL,Kyotera Town Council,Town Council,,194,KYOTERA COUNTY,1103,KYOTERA,110,RAKAI,RAKAI,3957,12669,5767,6902,3.813349836,3322.275833,1874,117,263,2708,4196,5883,483,499,3458,2783,681,721,3515,3929,3904,3670,44,3913,1,3956,162,3795,837,3120,776,3174,7,2419,61.13217084,719,452,367,8494.470368,3813376.061
1089,1225,110307,LWANKONI,Lwankoni,,,194,KYOTERA COUNTY,1103,KYOTERA,110,RAKAI,RAKAI,3401,14887,7391,7496,61.65019794,241.4752993,3229,191,760,4605,2142,5078,1350,2677,724,2505,1331,543,3166,3248,3325,2808,715,2686,76,3325,1905,1496,1701,1700,1030,2315,56,429,12.61393708,254,2620,98,40070.17235,61650647.86
1090,1226,110308,NABIGASA,Nabigasa,,,194,KYOTERA COUNTY,1103,KYOTERA,110,RAKAI,RAKAI,4765,20658,10135,10523,82.28835076,251.0440398,4519,511,1186,6398,2454,6315,2316,3576,1189,3268,1907,825,4517,4343,4625,4243,1661,3104,89,4676,2905,1860,2633,2132,1358,3267,140,567,11.89926548,346,3673,179,49503.4311,82288925.66
1091,1238,425106,RYERU,Ryeru,,,17,BUNYARUGURU COUNTY,4251,BUNYARUGURU,425,RUBIRIZI,RUBIRIZI,2761,13241,6138,7103,49.83120838,265.7170161,2832,338,1412,3651,1465,3787,1772,2468,293,1884,601,130,2713,2439,2656,2599,1590,1171,53,2708,2357,404,950,1811,432,2310,19,142,5.143064107,231,2303,85,52382.00936,49831573.51
1092,1231,425101,KATUNGURU,Katunguru,,,17,BUNYARUGURU COUNTY,4251,BUNYARUGURU,425,RUBIRIZI,RUBIRIZI,1369,3805,2158,1647,505.4395363,7.52810124,490,52,383,1503,534,1679,564,449,920,805,161,66,1256,1329,1281,1283,1070,299,28,1341,1170,199,70,1299,164,1173,32,193,14.09788167,328,584,264,169003.0126,505443118.3
1093,1237,425105,RUTOTO,Rutoto,,,17,BUNYARUGURU COUNTY,4251,BUNYARUGURU,425,RUBIRIZI,RUBIRIZI,2976,13251,6185,7066,163.6027503,80.99497089,2814,317,1367,3728,1442,3965,1657,2499,477,2075,549,137,2909,2858,2912,2691,2112,864,50,2926,2458,518,1169,1807,166,2792,18,276,9.274193548,382,2198,120,88130.54541,163603920.1
1094,1230,425203,KATERERA TOWN COUNCIL,Katerera Town Council,Town Council,,222,KATERERA COUNTY,4252,KATERERA,425,RUBIRIZI,RUBIRIZI,2147,9070,4330,4740,9.800412727,925.4712278,1656,145,840,2532,1398,3106,1053,1492,655,1366,555,173,2079,1993,2115,1934,848,1299,43,2104,1405,742,311,1836,293,1846,8,553,25.75687005,230,1142,222,14998.84102,9800485.4
1095,1233,425204,KIRUGU,Kirugu,,,17,BUNYARUGURU COUNTY,4252,KATERERA,425,RUBIRIZI,RUBIRIZI,2476,11302,5416,5886,44.10897282,256.2290454,2056,398,1151,3298,1288,3590,1415,2128,348,1658,775,148,2404,2232,2406,2300,994,1482,337,2139,2170,306,1720,756,264,2196,16,255,10.29886914,189,1861,171,40613.32825,44109301.55
1096,1234,425205,KYABAKARA,Kyabakara,,,222,KATERERA COUNTY,4252,KATERERA,425,RUBIRIZI,RUBIRIZI,2760,12761,6146,6615,86.96323689,146.7401681,2296,533,1626,3509,1048,3455,1943,2508,252,1611,762,129,2690,2267,2659,2381,2198,562,297,2463,2625,135,2035,725,77,2631,52,146,5.289855072,122,2256,236,51211.38354,86964007.57
1097,1236,425104,RUBIRIZI TOWN COUNCIL,Rubirizi Town Council,Town Council,,17,BUNYARUGURU COUNTY,4251,BUNYARUGURU,425,RUBIRIZI,RUBIRIZI,1966,8204,3845,4359,5.249534878,1562.805123,1509,48,453,2042,1877,3183,603,1045,921,1377,414,151,1912,1932,1919,1820,404,1562,4,1962,878,1088,105,1861,328,1626,12,699,35.55442523,441,684,142,16268.78896,5249573.092
1098,1232,425102,KICHWAMBA,Kichwamba,,,17,BUNYARUGURU COUNTY,4251,BUNYARUGURU,425,RUBIRIZI,RUBIRIZI,3633,16641,8027,8614,491.1658056,33.88061589,3248,455,1646,4658,2308,5283,2094,2903,730,2293,868,218,3498,3469,3516,3269,1587,2046,171,3462,2947,686,1650,1983,372,3236,25,561,15.44178365,319,2616,137,142122.3858,491169349
1099,1235,425103,MAGAMBO,Magambo,,,17,BUNYARUGURU COUNTY,4251,BUNYARUGURU,425,RUBIRIZI,RUBIRIZI,2475,11557,5561,5996,21.2153992,544.7458185,2519,208,1070,3416,1273,3629,1355,2305,170,1747,616,110,2415,2314,2404,2328,1038,1437,40,2435,2117,358,1108,1367,164,2294,17,206,8.323232323,197,2019,53,32704.12558,21215554.26
1100,1228,425201,KATANDA,Katanda,,,222,KATERERA COUNTY,4252,KATERERA,425,RUBIRIZI,RUBIRIZI,3891,18828,8994,9834,53.360946,352.8423203,3659,785,2118,5278,1414,4646,2917,3574,317,2219,1010,122,3824,3422,3801,3441,2958,933,218,3673,3716,175,2762,1129,305,3532,54,167,4.291955795,239,3103,382,37467.90878,53361337.75
1101,1229,425202,KATERERA,Katerera,,,222,KATERERA COUNTY,4252,KATERERA,425,RUBIRIZI,RUBIRIZI,2344,10489,4965,5524,41.51866711,252.633351,1940,433,1417,2869,899,2756,1786,2132,212,1387,732,127,2298,1834,2237,1960,1898,446,167,2177,2181,163,949,1395,258,2036,50,129,5.503412969,146,1764,305,34472.56997,41518976.03
1102,1239,412201,BUGANGARI,Bugangari,,,198,RUJUMBURA COUNTY,4122,RUJUMBURA,412,RUKUNGIRI,RUKUNGIRI,6677,29942,14388,15554,111.9396159,267.4834978,5978,387,2066,9477,4088,10376,3174,6029,648,4800,888,389,6519,5882,6324,5935,5955,722,349,6328,5369,1308,3906,2771,433,6148,96,912,13.65882882,1179,3874,712,58353.34055,111940346
1103,1248,412205,RUHINDA,Ruhinda,,,198,RUJUMBURA COUNTY,4122,RUJUMBURA,412,RUKUNGIRI,RUKUNGIRI,5646,25803,12099,13704,81.04114036,318.3938415,5253,287,1994,7635,3718,8656,2689,4392,1254,4094,908,248,5435,5065,5417,5169,4968,678,320,5326,4529,1117,2633,3013,402,5131,113,483,8.554729012,776,3915,472,56146.25481,81041675.18
1104,1241,412101,BUYANJA,Buyanja,,,197,RUBABO COUNTY,4121,RUBABO,412,RUKUNGIRI,RUKUNGIRI,7779,36135,17515,18620,115.0281955,314.140371,6847,320,2668,9936,7549,13734,3640,5824,1955,5891,2364,720,7444,6687,7433,7183,6488,1291,101,7678,5182,2597,2775,5004,702,7017,60,1174,15.09191413,1816,4140,649,54288.14963,115028918.2
1105,1244,412102,KEBISONI,Kebisoni,,,197,RUBABO COUNTY,4121,RUBABO,412,RUKUNGIRI,RUKUNGIRI,5638,25948,12390,13558,77.97024274,332.7936286,5182,179,1582,7375,5047,9902,2036,4255,1383,4033,1181,431,5478,5043,5412,5254,4970,668,89,5549,4055,1583,2193,3445,685,4895,58,717,12.71727563,1124,3368,429,51670.35711,77970912.97
1106,1243,412301,EASTERN DIVISION,Rukungiri Eastern Division,Municipality,Rukungiri,233,RUKUNGIRI MUNICIPALITY,4123,RUKUNGIRI MUNICIPALITY,412,RUKUNGIRI,RUKUNGIRI,2704,12285,5993,6292,23.73636308,517.5603339,2048,104,696,3056,2940,4890,865,1674,1030,2180,510,270,2641,2596,2580,2475,1836,868,37,2667,1119,1585,590,2114,488,2196,20,748,27.66272189,625,1056,275,29097.38925,23736515.52
1107,1249,412302,SOUTHERN DIVISION,Rukungiri Southern Division,Municipality,Rukungiri,233,RUKUNGIRI MUNICIPALITY,4123,RUKUNGIRI MUNICIPALITY,412,RUKUNGIRI,RUKUNGIRI,2105,9214,4318,4896,20.83837999,442.1648901,1369,43,429,2151,2693,3993,614,907,1198,1607,365,193,2012,2016,2023,1972,1240,865,27,2078,823,1282,622,1483,480,1620,5,814,38.66983373,414,609,268,24249.99312,20838512.58
1108,1250,412303,WESTERN DIVISION,Rukungiri Western Division,Municipality,Rukungiri,233,RUKUNGIRI MUNICIPALITY,4123,RUKUNGIRI MUNICIPALITY,412,RUKUNGIRI,RUKUNGIRI,3314,13540,6621,6919,21.06588714,642.7453024,2273,47,637,3418,4129,6290,850,1275,2039,2548,495,377,3120,3208,3214,3065,1628,1686,17,3297,1090,2224,806,2508,814,2480,20,1451,43.78394689,611,832,420,25494.30024,21066022.96
1109,1245,412204,NYAKAGYEME,Nyakagyeme,,,198,RUJUMBURA COUNTY,4122,RUJUMBURA,412,RUKUNGIRI,RUKUNGIRI,7199,31848,15381,16467,94.57478462,336.7493791,6270,260,2297,9374,5791,11651,3407,5514,1685,5471,1302,505,6951,6371,6894,6715,6314,885,128,7071,5003,2196,3708,3491,980,6130,89,816,11.33490763,1292,4489,602,61303.89484,94575399.81
1110,1240,412202,BUHUNGA,Buhunga,,,198,RUJUMBURA COUNTY,4122,RUJUMBURA,412,RUKUNGIRI,RUKUNGIRI,4973,22088,10326,11762,66.46761469,332.312211,4482,374,1747,6303,3679,8006,1972,3890,1083,3559,1042,336,4818,4529,4745,4547,4545,428,84,4889,3829,1144,1252,3721,489,4419,65,449,9.028755279,834,3231,459,44223.29525,66468045.79
1111,1247,412104,NYARUSHANJE,Nyarushanje,,,197,RUBABO COUNTY,4121,RUBABO,412,RUKUNGIRI,RUKUNGIRI,9710,44883,20874,24009,166.0370585,270.319171,8800,456,3230,12866,7853,15885,4863,7862,1848,6813,2435,725,9386,8656,9166,9159,8231,1479,215,9495,7189,2521,3519,6191,1597,8019,94,1244,12.8115345,1466,6162,838,71193.87722,166038063.2
1112,1246,412103,NYAKISHENYI,Nyakishenyi,,,197,RUBABO COUNTY,4121,RUBABO,412,RUKUNGIRI,RUKUNGIRI,7482,34133,15911,18222,130.8721997,260.8116932,6677,940,2332,10732,4138,11155,3632,6503,979,5138,990,289,7282,6594,7083,7026,7008,474,257,7225,6497,985,2426,5056,3430,3943,109,618,8.259823577,1242,4365,1257,61470.53476,130873078.2
1113,1306,111101,LWEMIYAGA,Lwemiyaga,,,119,LWEMIYAGA COUNTY,1111,LWEMIYAGA,111,SSEMBABULE,SSEMBABULE,7568,36679,18417,18262,313.6310769,116.9495076,7007,951,4332,10579,3388,10337,5677,6627,941,5296,2539,388,7150,6412,7246,6715,5018,2550,2038,5530,6073,1495,6600,968,1005,6043,520,784,10.35940803,632,5046,1106,99649.86339,313633601.9
1114,1307,111203,MATEETE,Mateete,,,120,MAWOGOLA COUNTY,1112,MAWOGOLA,111,SSEMBABULE,SSEMBABULE,11735,52071,25638,26433,220.969474,235.6479339,11688,895,3812,15037,5791,15222,5979,9711,2024,7913,4874,728,10821,10707,11183,10014,2321,9414,336,11399,7784,3951,7109,4626,2671,8676,388,1609,13.71112058,1458,8159,509,92205.55411,220967269.8
1115,1308,111204,MATEETE TOWN COUNCIL,Mateete Town Council,Town Council,,120,MAWOGOLA COUNTY,1112,MAWOGOLA,111,SSEMBABULE,SSEMBABULE,2793,10297,4839,5458,10.06670801,1022.876593,1832,182,485,2495,2238,3830,775,1428,1365,1644,982,645,2459,2625,2737,2519,124,2669,26,2767,728,2065,1723,1070,562,2195,36,1328,47.54744003,382,885,198,13671.60736,10066783.48
1116,1309,111205,MIJWALA,Mijwala,,,120,MAWOGOLA COUNTY,1112,MAWOGOLA,111,SSEMBABULE,SSEMBABULE,6614,29931,14867,15064,224.1140717,133.5525243,6207,565,2977,8748,2856,8618,4036,5741,873,4641,3129,858,6266,5886,6349,5766,2075,4539,789,5825,4739,1875,6072,542,1180,5115,319,599,9.056546719,879,4567,569,93335.61531,224115764.6
1117,1311,111206,SSEMBABULE TOWN COUNCIL,Ssembabule Town Council,Town Council,,120,MAWOGOLA COUNTY,1112,MAWOGOLA,111,SSEMBABULE,SSEMBABULE,1854,6652,3265,3387,30.68886702,216.7561284,1124,110,488,1596,1485,2517,622,789,1065,1303,604,1072,1666,1788,1739,1542,266,1588,94,1760,517,1337,1404,450,551,1270,33,762,41.10032362,295,555,242,25951.6633,30689086.61
1118,1304,111201,LUGUSULU,Lugusulu,,,120,MAWOGOLA COUNTY,1112,MAWOGOLA,111,SSEMBABULE,SSEMBABULE,6347,31261,16168,15093,761.3730935,41.05871388,5649,775,5233,7807,3283,8757,5605,5107,1240,4677,2899,935,5915,5527,6035,5259,3086,3261,1341,5006,4023,2324,5530,817,835,5139,373,859,13.53395305,1007,3478,1003,145469.1453,761379837.2
